Year,Lifeexpectancy(men),Lifeexpectancy(women),Infantdeaths,Alcohol,Measles,BMI,Under-fivedeaths,Polio,Totalexpenditure,Diphtheria ,HIV/AIDS,GDP,Population
2000,80,57,84,93,7.3,34,57,1459,4.1,73,71,8.7,73
2015,59,84,79,76,,50,67,878,,39,41,,31
2014,63,60,96,96,,46,49,441,,39,44,2.74,39
2013,66,74,50,68,,64,31,525,,40,5,2.62,45
2012,57,85,53,92,,38,62,1952,,40,64,2.77,59
2011,58,69,60,85,,29,45,1256,,41,66,,61
2010,64,75,72,75,,24,74,0,,41,,,
2009,61,75,84,67,,38,49,0,,42,,,
2008,56,55,96,53,,44,38,0,,42,,,
2007,79,73,87,87,,62,40,0,,43,,,
2006,78,69,92,93,,24,19,0,,43,,,
2005,81,76,89,64,,48,38,0,,44,,,
2004,56,53,84,78,,29,70,0,,45,,,
2003,63,69,78,61,,57,30,0,,46,,,
2002,65,64,98,88,,39,31,0,,48,,,
2001,73,67,57,94,,44,43,0,,49,,,
2000,67,70,72,97,,63,55,0,,50,,,
2015,76,82,66,73,,44,64,115,66.6,1,97,,97
2014,76,51,53,81,0.01,22,29,154,66,1,97,9.3,97
2013,77,50,62,87,9.25,42,48,131,65.4,2,96,9.1,96
2012,56,74,65,84,9.35,31,18,1204,64.8,2,97,9.39,97
2011,70,64,61,58,9.62,40,62,3802,64.1,2,97,9.48,97
2010,75,83,92,66,9.78,54,66,302,63.5,2,97,9.56,97
2009,59,67,88,73,9.99,50,19,41,62.9,2,96,9.52,96
2008,78,56,92,80,10.24,73,51,297,62.3,2,97,8.8,97
2007,82,57,100,99,11.05,20,21,267,61.7,2,96,8.36,96
2006,78,63,87,98,11.86,68,32,362,61.1,2,98,8.23,98
2005,56,80,94,87,11.92,19,52,22,6.5,2,96,8.12,96
2004,85,60,80,63,11.96,60,36,26,59.9,2,97,8.5,97
2003,55,56,50,90,12.09,65,22,256,59.3,2,99,7.99,98
2002,62,51,64,66,12.26,37,36,67,58.8,2,98,7.25,98
2001,57,82,80,76,9.86,47,44,0,58.2,2,95,7.24,96
2000,63,85,86,64,11.12,59,25,152,57.6,2,95,7.21,95
2015,69,73,69,76,,45,29,1568,23.4,3,99,,99
2014,73,51,66,57,2.37,19,18,1686,22.7,3,99,3.5,99
2013,53,78,72,79,2.56,29,18,2107,21.9,3,99,3.68,99
2012,85,63,89,69,2.8,49,28,51,21.2,4,99,3.21,99
2011,81,70,65,59,3.03,30,75,60,2.5,4,99,3.28,99
2010,85,70,86,71,2.31,25,29,79,19.8,4,99,3.43,99
2009,74,81,98,63,2.05,36,60,21,19.2,4,97,3.37,97
2008,79,65,57,80,2.1,61,44,33,18.5,4,98,3.44,98
2007,52,50,52,50,2.29,22,50,44,17.9,5,98,3.76,98
2006,66,80,86,86,1.96,54,45,0,17.2,5,98,4.6,98
2005,81,53,74,84,1.97,44,37,3,16.6,5,99,4.6,99
2004,77,55,76,61,1.56,44,22,35,16.1,10,97,4.28,97
2003,57,80,90,72,1.69,24,73,65,15.6,5,98,3.95,99
2002,63,84,50,67,1.62,46,35,139,15.1,5,98,3.89,98
2001,76,71,90,72,1.68,30,19,309,14.6,6,98,3.81,98
2000,81,55,78,84,1.45,42,58,16527,14.1,6,99,3.77,99
2015,50,67,73,80,,50,30,3585,,85,93,,93
2014,69,56,94,71,0.01,57,34,676,,86,94,8.43,94
2013,82,68,55,93,0.01,26,34,2813,,88,93,8.42,93
2012,85,70,80,89,0.01,70,36,8523,,89,92,8.2,92
2011,68,67,64,74,2.12,24,54,5616,,91,93,8.3,93
2010,81,51,53,84,1.77,53,29,680,,92,9,7.97,9
2009,51,56,80,94,1.99,62,64,68,,94,81,8.4,81
2008,62,52,95,64,2.01,72,30,129,,95,85,8.17,86
2007,71,63,73,74,2.01,58,21,327,,97,84,4.72,84
2006,77,50,81,61,1.9,34,41,228,,99,77,3.93,78
2005,66,65,59,55,1.55,39,29,1374,,101,78,3.18,78
2004,69,63,56,74,1.59,38,24,9562,,102,74,3.39,74
2003,78,59,69,72,1.74,64,43,4381,,104,69,3.18,69
2002,78,56,81,85,1.59,49,57,4529,,106,6,2.95,6
2001,56,56,87,60,1.81,48,23,4362,,108,66,2.96,66
2000,85,67,55,50,1.76,53,22,2875,,109,62,3.23,62
2015,79,54,84,80,,46,60,0,58.3,0,89,,89
2014,72,56,52,90,6.32,66,26,0,57.7,0,85,5.69,85
2013,76,82,92,53,6.02,69,65,0,57,0,86,5.96,86
2012,71,78,90,84,5.73,31,56,0,56.3,0,84,6.9,84
2011,76,50,51,69,5.64,32,72,0,55.5,0,86,5.93,86
2010,65,57,69,88,5.26,67,56,0,54.8,0,96,5.81,96
2009,73,79,70,51,5.13,74,37,0,54.1,0,85,6.14,87
2008,67,78,55,60,4.94,60,37,0,53.3,0,85,5.92,85
2007,59,62,62,63,4.72,40,64,0,52.6,0,84,5.92,84
2006,58,52,87,100,4.52,41,72,0,51.8,0,84,6.22,84
2005,63,83,71,54,4.47,50,57,0,51.1,0,84,6.78,83
2004,72,52,89,50,4.55,60,23,0,5.4,0,84,6.88,85
2003,56,55,73,96,4.53,57,54,0,49.7,0,74,6.62,75
2002,71,82,64,80,4.41,63,22,0,49,0,74,7.14,73
2001,73,80,62,95,4.23,22,32,0,48.3,0,65,8.38,68
2000,77,61,78,70,4.29,72,49,0,47.6,0,7,9.65,71
2015,60,52,50,76,,63,23,0,32.3,3,84,,9
2014,84,68,87,74,0.01,24,72,0,31.8,3,98,9.25,98
2013,72,82,69,54,0.01,48,75,0,31.2,3,98,9.66,98
2012,70,74,98,89,0.01,40,48,0,3.7,3,92,8.76,95
2011,60,50,88,77,5.2,53,23,0,3.2,3,85,8.61,91
2010,60,50,94,56,4.93,31,73,313,29.7,4,89,8.47,89
2009,60,70,83,57,4.9,41,50,26,29.3,4,89,8.46,88
2008,80,57,74,54,4.87,56,36,1,28.9,4,89,8.19,88
2007,55,52,75,86,5.55,72,62,0,28.5,4,88,7.5,87
2006,61,76,99,56,5.53,43,65,0,28.2,4,88,6.81,87
2005,54,81,99,83,5.08,66,49,0,27.8,4,88,6.8,86
2004,64,71,98,72,5.78,47,47,0,27.4,4,88,5.88,86
2003,79,79,81,65,5.65,29,34,350,27.1,4,87,5.71,85
2002,63,78,90,90,5.52,50,24,37,26.7,4,87,5.16,85
2001,64,64,73,86,6.72,59,26,49,26.3,4,87,5.11,84
2000,73,60,86,67,7.19,66,44,10,25.9,4,87,5.26,84
2015,54,79,73,77,,31,23,22,59.5,0,98,,98
2014,73,75,66,52,7.3,70,50,26,59,0,98,11.93,98
2013,51,60,72,57,7.3,66,71,51,58.5,0,98,11.97,98
2012,80,56,65,54,7.4,42,64,30,58.1,0,98,11.8,98
2011,55,52,86,86,7.4,47,38,26,57.7,0,98,11.7,98
2010,63,81,82,75,7.2,55,71,6,57.3,0,98,9.47,98
2009,52,83,94,100,7.3,63,31,3,56.9,0,98,9.94,98
2008,74,83,68,57,6.9,23,56,25,56.5,0,98,9.23,98
2007,78,59,93,98,6.9,22,25,1,56.1,0,98,8.92,98
2006,72,84,52,96,6.5,45,19,19,55.7,0,98,8.95,98
2005,69,50,91,69,6.5,70,71,13,55.3,0,98,9.6,98
2004,77,50,72,92,6.6,63,28,5,54.9,0,99,9.9,99
2003,75,85,84,62,6.9,54,75,3,54.4,0,99,9.31,99
2002,61,61,93,59,6.9,47,23,9,53.9,0,99,9.23,99
2001,59,82,73,93,6.6,58,24,5,53.4,0,99,8.86,99
2000,66,54,89,69,6.2,68,42,59,52.8,0,99,8.18,99
2015,76,73,53,50,,33,21,35,57.4,0,97,,97
2014,67,57,67,75,9.61,29,26,23,57,0,96,11.66,96
2013,69,78,85,99,9.73,35,26,175,56.6,0,96,11.71,96
2012,57,52,99,97,9.86,41,61,61,56.2,0,96,11.59,96
2011,81,67,94,59,9.99,39,53,621,55.8,0,96,11.21,96
2010,84,81,82,76,10.01,40,53,77,55.4,0,96,11.7,95
2009,78,71,99,74,10.15,49,68,958,55,0,96,11,95
2008,81,72,54,76,10.29,28,23,2022,54.6,0,96,1.29,95
2007,66,77,69,57,10.44,53,54,1015,54.1,0,94,1.21,94
2006,73,85,64,97,10.24,40,50,0,53.7,0,94,1.39,94
2005,81,70,65,99,10.15,65,31,60,53.2,0,94,1.86,94
2004,82,61,71,67,10.55,18,19,39,52.8,0,95,1.96,93
2003,81,50,57,85,10.82,18,32,574,52.3,0,95,1.93,93
2002,51,71,54,64,10.85,31,38,0,51.8,0,95,1.61,93
2001,78,57,69,61,11.12,60,30,700,51.3,0,95,1.28,93
2000,57,56,88,56,11.26,32,22,0,5.8,0,95,9.91,93
2015,83,65,95,69,,53,60,45,57.1,8,5,,41
2014,65,69,74,69,0.01,23,72,594,56.2,8,52,3.25,43
2013,74,70,76,92,0.01,49,26,740,55.2,9,5,3.25,41
2012,50,71,70,63,0.01,34,60,13,54.2,9,47,3.25,45
2011,82,51,92,100,0.76,67,18,13,53.2,8,6,3.23,72
2010,73,81,85,76,0.78,18,37,26,52.3,9,83,3.28,8
2009,51,68,81,81,0.81,37,60,22,51.3,9,83,3.55,8
2008,75,68,90,64,0.8,65,64,19,5.4,9,83,3.4,79
2007,82,66,87,69,0.83,18,65,403,49.4,9,83,3.72,8
2006,61,69,50,86,0.97,55,35,517,48.5,10,83,3.78,8
2005,60,65,95,62,0.92,31,60,375,47.6,10,83,4.11,8
2004,53,52,64,98,0.93,46,41,189,46.8,10,84,4.48,81
2003,58,56,75,71,1.29,66,55,801,46,11,85,5.12,83
2002,59,54,54,60,1.25,50,39,538,45.3,11,86,4.94,84
2001,75,77,80,70,1.29,46,26,290,44.6,11,83,4.92,82
2000,53,77,92,90,1.41,74,41,146,43.9,12,86,4.92,84
2015,72,62,62,62,,62,29,3,4.7,11,96,,96
2014,69,61,59,52,0.01,52,20,0,39.9,11,94,6.88,97
2013,67,83,50,63,0.01,54,72,1,39,11,97,6.75,96
2012,74,62,62,92,0.01,64,72,16,38.2,12,96,6.39,94
2011,56,50,56,63,0.32,65,40,1,37.4,12,97,5.98,96
2010,63,54,75,96,0.32,27,45,0,36.6,12,95,6.4,93
2009,50,80,63,63,0.3,75,18,0,35.9,12,93,5.93,93
2008,69,66,87,94,0.32,52,58,0,35.3,12,87,5.58,86
2007,60,58,93,65,0.35,37,62,2,34.7,12,85,5.35,86
2006,78,84,84,81,0.38,39,42,3,34.1,12,76,5.7,83
2005,67,60,94,58,0.37,74,45,0,33.5,12,79,5.89,84
2004,76,52,82,72,0.38,18,22,4,33,13,82,5.7,86
2003,62,72,97,77,0.36,53,61,2144,32.5,14,82,4.46,85
2002,73,61,87,74,0.6,60,67,927,32.1,15,84,4.48,85
2001,63,74,54,66,0.86,40,36,38,31.6,16,84,4.59,85
2000,77,82,72,54,0.37,67,69,192,31.3,17,86,4.64,83
2015,64,52,71,70,,73,47,154,33.6,9,99,,99
2014,69,70,68,63,6.41,67,54,0,32.4,10,99,4.12,99
2013,57,72,63,94,6.5,59,71,2641,31.3,10,99,4,99
2012,63,85,89,76,6.56,70,62,5197,3.1,11,99,4.17,99
2011,85,70,84,77,6.07,22,44,3156,29,11,99,4.12,99
2010,66,65,52,90,5.95,49,53,2583,27.9,12,99,3.81,99
2009,57,55,96,72,5.88,54,18,6071,26.8,12,99,4.11,99
2008,61,55,90,54,5.92,41,26,7790,25.7,13,99,3.92,99
2007,73,67,77,90,6.2,35,67,3893,24.6,14,98,3.56,98
2006,79,72,95,79,6.18,37,30,3588,23.6,15,98,3.49,98
2005,50,67,52,64,6.26,21,43,3526,22.6,15,98,3.55,98
2004,51,61,82,54,6.17,18,40,4165,21.7,16,98,3.51,98
2003,59,59,67,80,6.14,28,48,4519,2.9,18,98,3.58,98
2002,62,66,97,53,5.93,75,75,10315,2.2,19,97,3.7,96
2001,66,58,84,81,5.92,67,18,7319,19.4,20,97,3.32,96
2000,69,67,98,71,5.88,52,45,4074,18.7,21,97,3.4,97
2015,65,75,68,77,,49,42,1,6.3,0,92,,91
2014,80,84,99,89,1.13,26,67,116,59.7,0,96,6.48,95
2013,82,52,84,94,1.03,48,39,4,59.1,0,98,6.7,98
2012,65,79,96,80,1.23,41,56,7,58.5,0,97,6.76,95
2011,53,52,80,97,1.16,31,19,701,57.9,0,97,6.61,96
2010,67,77,52,52,1.47,32,24,217,57.4,0,95,6.83,95
2009,76,85,54,53,1.77,48,75,5,56.9,0,96,6.74,96
2008,67,85,68,88,1.72,73,55,27,56.4,0,96,6.85,95
2007,66,67,80,62,1.75,50,69,1,55.9,0,96,6.9,95
2006,80,78,83,86,1.74,46,57,3,55.4,0,92,7.61,93
2005,51,81,74,54,1.75,64,53,5,54.9,0,98,7.95,97
2004,72,59,62,94,2.07,42,67,9,54.5,0,95,8.64,94
2003,78,84,91,77,2.4,48,70,18,54.1,0,96,9.17,96
2002,51,50,74,83,2.53,20,26,19,53.6,0,97,9.1,96
2001,66,80,50,85,3.27,33,59,27,53.2,0,91,8.18,91
2000,58,52,53,52,2.86,44,45,36,52.7,0,96,8.52,95
2015,77,84,82,70,,49,23,43,17.4,2,75,,76
2014,74,81,86,56,0.01,46,18,47,17,2,76,1.48,77
2013,67,75,63,57,0.01,74,54,4,16.6,2,82,1.29,82
2012,64,63,86,63,0.01,45,56,16,16.2,2,83,1.1,83
2011,62,66,82,76,0.5,51,27,763,15.8,3,66,0.76,67
2010,54,64,76,95,0.1,39,49,50,15.5,3,72,0.92,72
2009,80,55,77,89,0.09,63,62,10,15.1,3,78,1.2,72
2008,50,51,85,55,0.06,53,24,0,14.7,3,79,0.74,79
2007,61,65,82,60,0.05,32,74,0,14.2,3,7,0.37,7
2006,71,56,77,54,0.04,66,35,90,13.9,3,62,0.65,63
2005,82,77,93,88,0.36,64,32,203,13.5,3,55,1.5,55
2004,51,61,77,63,0.38,68,31,41,13.2,3,57,1.31,57
2003,56,57,97,83,0.44,22,23,94,12.9,4,55,2.48,55
2002,70,67,88,87,0.48,59,26,0,12.6,4,38,3.89,54
2001,73,64,88,73,0.5,25,33,0,12.3,4,,3.75,
2000,51,64,86,58,0.5,20,34,0,11.9,4,,3.26,
2015,56,55,81,57,,62,33,20,24.3,20,88,,88
2014,76,81,51,99,0.01,45,41,577,23.7,20,85,5.25,87
2013,74,58,92,72,0.01,61,48,564,23.1,20,84,5.12,84
2012,75,66,66,68,0.01,30,28,238,22.6,21,84,5.11,84
2011,60,64,65,82,1.44,42,22,187,22,21,85,5.21,85
2010,68,80,54,74,1.21,21,66,120,21.4,21,83,5.37,83
2009,77,72,87,51,1.24,36,39,425,2.9,22,78,6.64,78
2008,68,56,54,95,1.33,48,62,187,2.4,22,8,5.73,81
2007,60,83,50,92,1.37,19,74,8,19.8,22,72,5.55,82
2006,71,65,99,89,1.37,22,61,26,19.3,22,85,5.56,84
2005,62,60,100,87,1.14,33,29,38,18.9,22,8,5.17,82
2004,85,82,62,77,1.01,45,43,61,18.4,22,71,5.6,71
2003,59,75,53,91,1.02,44,72,295,17.9,22,72,5,72
2002,58,59,66,50,1,43,42,363,17.5,22,58,4.7,59
2001,80,73,81,100,0.95,70,46,1833,17.1,22,51,4.29,5
2000,69,55,56,97,1.1,26,62,3578,16.6,22,63,4.35,64
2015,76,51,81,91,,36,19,0,75.2,0,8,,78
2014,53,83,50,88,0.01,57,62,0,74.8,0,82,5.18,8
2013,78,76,55,97,0.01,28,42,0,74.3,0,84,4.98,82
2012,70,79,63,52,0.01,31,62,0,73.8,0,79,4.51,77
2011,76,55,74,76,0.96,43,64,0,73.3,0,84,4.6,82
2010,65,73,72,82,1.24,67,50,0,72.7,0,84,4.59,82
2009,62,74,90,61,1.08,43,54,0,72.1,0,86,4.67,84
2008,58,55,52,82,1.1,23,55,0,71.5,0,88,5.13,86
2007,82,62,70,51,2.05,67,21,0,7.8,0,88,5.82,87
2006,66,69,53,86,1.79,27,38,0,7.1,0,89,5.61,88
2005,55,54,59,70,1.57,22,46,0,69.4,0,9,6.52,89
2004,54,60,73,76,1.8,28,64,0,68.6,0,91,4.87,9
2003,52,71,93,85,1.79,42,60,0,67.8,0,91,5.9,9
2002,76,78,64,80,1.51,35,28,0,67,0,85,5.3,84
2001,77,77,97,82,1.35,30,18,4,66.2,0,91,5.66,89
2000,78,83,70,55,1.24,52,25,0,65.5,0,91,4.75,91
2015,84,76,62,61,,45,71,0,47.1,0,88,,96
2014,50,85,55,52,6.94,49,72,0,46,0,94,5.93,92
2013,57,56,92,51,6.71,73,64,0,45,0,94,5.98,92
2012,77,51,90,94,6.7,40,52,0,44,0,91,5.78,92
2011,78,70,62,83,6.5,46,70,0,43,0,91,5.6,9
2010,62,57,80,89,6.5,41,32,0,42,0,91,5.29,9
2009,59,58,80,51,6.37,38,42,0,41.1,0,9,6.47,9
2008,55,62,96,66,6.41,18,62,0,4.2,0,91,4.4,9
2007,53,59,60,72,6.37,37,63,0,39.3,0,9,4.82,88
2006,66,67,68,84,6.35,59,70,0,38.4,0,89,4.49,92
2005,56,68,51,59,6.12,23,62,0,37.6,0,95,5.31,95
2004,53,80,57,95,5.82,26,47,0,36.8,0,94,5.22,94
2003,80,85,67,61,5.53,18,27,0,36,1,91,5.13,91
2002,55,59,68,100,5.12,52,23,0,35.2,1,96,5,96
2001,66,55,84,85,4.55,36,66,0,34.4,1,91,4.4,91
2000,71,74,100,68,4.68,62,44,0,33.6,1,9,4.17,9
2015,77,81,62,74,,69,74,16,61.2,3,98,,98
2014,53,53,83,65,1.39,19,63,15,6.2,3,98,7,98
2013,77,74,85,50,1.29,24,41,16,59.3,3,98,7.26,98
2012,57,62,56,94,1.3,21,20,48,58.3,3,97,7.18,97
2011,83,76,91,67,1.29,64,33,11,57.4,3,98,7.15,98
2010,53,55,63,66,1.28,45,74,1,56.5,3,98,6.54,98
2009,81,66,69,65,1.4,32,59,1,55.6,3,99,6.18,99
2008,60,67,79,89,1.37,48,54,2,54.7,3,99,5.63,99
2007,64,73,85,68,1.24,38,57,4,53.9,4,98,5.64,98
2006,64,52,80,93,1.46,28,28,3,53.1,4,99,5.64,99
2005,71,55,81,64,1.37,48,60,15,52.2,4,98,5.57,98
2004,59,70,63,93,1.36,22,74,1,51.4,4,97,5.63,97
2003,80,79,73,70,1.34,24,63,22,5.6,4,95,5.36,95
2002,85,81,76,67,1.17,52,32,98,49.7,5,96,5.32,96
2001,78,81,90,71,1.19,44,44,231,48.9,5,98,5.29,98
2000,75,68,77,52,1.21,69,71,47,48.1,5,97,5.4,97
2015,77,51,84,89,,61,58,342,66.1,18,97,,97
2014,82,60,63,100,1.45,46,51,565,65.3,19,96,5.41,96
2013,62,66,91,53,1.41,39,28,7405,64.5,20,98,5.38,98
2012,82,72,73,89,1.54,61,71,349,63.7,22,97,5.24,97
2011,59,50,99,63,1.53,22,52,111,62.8,23,97,5.29,97
2010,70,62,50,81,1.49,57,54,7,61.9,25,97,5.61,97
2009,53,80,92,61,1.4,49,46,4,61.1,27,96,6.8,96
2008,73,74,59,53,1.39,46,21,0,6.2,29,96,6.7,96
2007,85,76,55,54,1.26,18,52,3,59.3,31,96,6.4,96
2006,61,67,63,65,1.29,74,27,34,58.5,34,9,5.81,9
2005,65,58,57,54,1.29,50,62,6200,57.6,36,9,5.45,9
2004,68,63,88,86,1.35,70,23,8927,56.8,39,85,5.37,85
2003,58,66,81,70,1.42,60,72,5844,55.9,43,69,5.34,68
2002,76,53,86,68,1.47,61,56,7823,55.1,46,78,5.36,78
2001,71,75,51,59,1.49,53,18,30509,54.3,50,88,5.16,88
2000,79,85,66,67,1.54,65,35,16244,53.5,54,85,4.95,85
2015,77,51,66,94,,26,33,0,48.6,7,99,,99
2014,59,51,73,50,2.9,42,33,0,47.7,8,98,2.7,98
2013,51,54,88,82,2.93,37,55,0,46.7,8,98,2.12,98
2012,79,75,69,92,2.75,65,47,0,45.9,8,98,1.96,97
2011,72,75,75,76,2.55,29,39,0,45,8,97,1.98,97
2010,50,78,68,95,2.48,30,31,0,44.2,8,96,1.99,96
2009,69,64,69,71,2.35,48,41,0,43.4,8,97,1.88,96
2008,62,57,70,92,2.4,27,58,0,42.7,8,96,1.93,96
2007,58,53,60,91,2.58,53,24,59,42,8,98,2.16,98
2006,80,79,93,51,2.71,46,58,48,41.3,8,98,2.9,98
2005,50,63,60,75,2.85,47,29,0,4.7,8,99,3.51,99
2004,53,66,93,80,2.86,33,67,1,4,8,98,4.3,97
2003,76,50,68,51,2.88,54,52,1,39.4,8,66,3.85,83
2002,85,79,85,59,2.33,38,71,11,38.7,8,99,3.34,98
2001,56,51,73,58,2.35,28,68,9,38.1,9,94,3.87,95
2000,82,70,67,58,2.9,61,21,113,37.5,9,98,3.94,97
2013,55,76,87,78,0.01,70,49,0,79.3,0,9,16.61,9
2015,83,75,91,77,,50,24,478,18.5,93,82,,78
2014,68,60,93,58,0.01,57,66,314,18.1,97,82,7.22,78
2013,73,84,62,66,0.01,70,49,7878,17.6,103,82,7.47,78
2012,61,53,70,89,0.01,37,54,2027,17.2,109,82,7.58,78
2011,80,85,58,87,10.22,54,21,3312,16.7,114,82,9.9,82
2010,69,50,79,94,10.03,58,72,1313,16.3,119,79,11.2,8
2009,52,57,96,97,9.63,25,36,1601,15.9,124,78,8.43,79
2008,82,58,61,99,9.79,19,42,1319,15.6,130,69,9.1,71
2007,64,61,59,71,9.65,27,52,3776,15.2,137,7,9.76,73
2006,61,72,72,94,9.81,62,21,5736,14.8,145,62,9.86,64
2005,60,59,75,74,10.09,57,37,22,14.5,155,59,9.36,64
2004,51,65,98,82,9.89,40,73,141,14.2,164,58,8.9,62
2003,62,53,67,79,10.16,64,28,29429,13.9,173,57,7.54,59
2002,54,68,62,100,10.42,40,27,49871,13.6,181,57,7.78,57
2001,63,84,73,93,10.57,18,57,48543,13.3,187,56,7.26,55
2000,78,56,50,93,10.47,50,18,42554,13,191,55,6.77,52
2015,81,83,96,65,,63,47,105,61.3,5,51,,23
2014,83,63,81,99,8.06,70,61,0,6.7,5,45,7.1,23
2013,50,60,82,71,8.44,45,34,0,6.1,5,72,7.67,76
2012,82,54,82,82,8.44,69,68,12746,59.6,5,72,7.47,76
2011,71,68,93,98,8.48,52,29,1333,59,5,54,6.98,5
2010,82,72,94,50,8.39,35,64,39,58.5,6,57,7.81,52
2009,82,60,79,79,8.71,21,24,0,58,6,74,7.8,71
2008,72,82,62,50,9.46,20,30,48,57.6,6,91,6.63,9
2007,61,82,72,88,8.86,47,34,1005,57.2,6,98,6.36,98
2006,66,51,64,99,7.99,56,20,42724,56.8,6,99,6.39,98
2005,62,82,83,85,7.31,39,19,2392,56.4,6,95,6.41,96
2004,69,83,72,63,6.79,72,60,146,56.1,6,99,6.61,99
2003,79,81,51,75,5.92,24,62,411,55.7,6,99,6.93,97
2002,77,58,78,51,4.89,71,47,7587,55.4,7,99,6.25,99
2001,57,82,69,96,4.31,36,63,16970,55.1,7,99,5.66,99
2000,78,60,70,100,4.49,35,56,817,54.8,8,99,5.59,99
2015,55,73,65,80,,51,74,347,64.2,1,99,,99
2014,50,56,59,72,1.91,51,27,344,62.4,1,99,3.64,99
2013,60,81,65,91,1.82,30,37,0,6.5,1,98,3.49,98
2012,66,50,60,80,1.75,18,75,132,58.6,1,96,3.45,96
2011,71,81,93,87,1.73,24,63,0,57.1,1,95,3.7,95
2010,84,53,51,71,1.69,28,64,87,55.8,1,94,3.93,94
2009,85,50,70,92,1.73,47,57,0,55.1,1,94,4.5,93
2008,77,59,51,78,1.86,51,75,55,54.8,1,94,2.93,92
2007,67,59,100,72,1.69,48,71,0,55.1,1,94,2.57,92
2006,61,59,86,72,1.74,24,36,0,55.8,1,94,2.33,92
2005,85,54,62,57,1.79,30,74,29,56.6,1,94,2.32,94
2004,62,67,90,99,1.77,25,66,22,57,1,94,2.46,94
2003,72,83,76,57,1.74,55,54,42,56.8,1,94,2.65,94
2002,53,72,98,90,1.72,55,57,53,56,1,94,2.72,94
2001,78,82,74,86,1.67,64,74,30,55,1,94,2.48,94
2000,62,72,62,95,1.64,42,18,69,54.1,1,94,2.38,94
2015,76,80,89,98,10.66,42,42,91,66.6,4,96,,96
2014,74,80,70,70,10.37,42,43,133,66,4,95,9.12,95
2013,72,60,90,89,10.32,51,18,1919,65.4,4,95,9.34,95
2012,69,76,67,56,10.42,20,54,2092,64.8,4,95,9.41,95
2011,54,74,51,84,10.68,65,35,1112,64.2,4,95,9.34,95
2010,81,62,87,71,10.88,60,35,443,63.6,4,94,9.51,94
2009,64,80,53,51,10.79,21,43,1212,63.1,4,93,9.81,93
2008,53,81,99,96,11.47,51,29,1445,62.5,4,92,8.85,92
2007,54,73,62,63,11.84,39,24,1022,61.9,4,92,8.42,92
2006,85,62,67,92,11.61,56,34,764,61.3,4,92,8.36,92
2005,61,57,54,63,12.05,32,39,79,6.7,4,91,8.24,91
2004,78,64,100,88,12.22,54,42,189,6.1,4,92,7.98,92
2003,62,52,66,50,11.85,50,71,460,59.5,4,91,7.81,91
2002,84,80,51,73,11.44,56,69,314,58.8,4,91,7.57,91
2001,69,53,79,51,10.91,18,28,73,58.2,4,91,7.31,91
2000,73,68,65,90,10.59,63,18,104,57.5,5,91,6.94,91
2015,68,63,100,98,,42,19,30,23.8,119,96,,98
2014,80,58,70,65,0.01,52,69,88,23.2,121,97,5.58,97
2013,53,66,53,83,4.2,62,51,185,22.5,124,91,5.57,91
2012,79,50,81,73,3.98,69,47,1668,21.9,126,9,5.72,92
2011,51,67,83,76,4.04,28,40,1622,21.3,128,88,5.72,9
2010,50,80,66,76,4.19,29,43,167,2.7,131,94,5.3,91
2009,83,51,91,58,3.97,20,68,1574,2.2,135,88,3.97,85
2008,59,83,99,82,3.44,31,38,3413,19.6,138,89,4.21,86
2007,76,78,51,56,4.4,28,18,7726,19.1,141,88,4.72,83
2006,58,68,94,67,4.07,59,44,2362,18.6,145,91,6.86,9
2005,66,63,63,64,3.94,55,55,23,18.1,149,91,4.66,9
2004,67,58,80,69,3.81,18,63,1419,17.7,154,95,4.1,95
2003,58,71,57,69,2.34,23,67,1673,17.2,160,97,4.6,95
2002,81,59,68,71,3.37,55,48,5131,16.8,166,91,3.59,89
2001,53,72,86,91,4.09,36,18,11847,16.4,173,65,3.28,87
2000,80,78,87,61,3.89,29,42,14649,16,181,64,2.64,79
2015,67,65,53,97,,45,67,188,69.6,26,93,,95
2014,82,63,62,86,8.82,73,30,667,69.1,27,93,17.14,95
2013,76,82,90,76,8.82,47,40,187,68.6,27,93,16.9,94
2012,54,83,94,71,8.82,44,72,55,68,28,93,17.2,94
2011,80,63,60,56,8.67,35,40,220,67.5,29,94,17.6,96
2010,60,69,85,89,8.55,70,49,63,66.9,30,93,17.2,95
2009,60,84,100,78,8.71,56,23,71,66.3,31,93,17,95
2008,65,72,52,50,8.74,32,29,140,65.7,31,94,16.2,96
2007,80,58,50,86,8.74,30,18,43,65.1,32,93,15.57,96
2006,82,81,77,88,8.63,65,35,55,64.4,33,93,15.27,96
2005,74,72,69,56,8.52,27,43,66,63.8,33,92,15.15,96
2004,74,73,96,98,8.48,42,58,37,63.1,33,92,15.14,96
2003,77,51,82,89,8.4,18,70,56,62.4,33,91,15.6,96
2002,68,58,50,54,8.33,26,55,41,61.7,33,9,14.55,94
2001,85,57,68,76,8.25,28,38,116,6.9,33,89,13.73,94
2000,75,66,90,81,8.21,64,68,85,6.1,33,9,13.7,94
2015,82,75,55,59,,67,23,0,64,0,95,,95
2014,63,59,87,87,6.03,53,46,0,63.4,0,95,8.58,95
2013,66,76,95,80,5.82,64,45,0,62.9,0,94,8.68,94
2012,78,59,55,83,5.77,69,18,0,62.3,0,95,8.74,95
2011,82,75,68,92,5.97,32,38,0,61.8,1,95,8.55,95
